index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Raven Frost	100	1		10		53	45	rin	Ring			5	5000	cblu	cblu						nofreeze		1	1	dmg-cold	100	4	68	abs-cold%		5	30	mana		10	60	dex		4	30	att		38	375																									0
Highlord's Wrath	100	1		5		73	65	amu	Amulet			5	5000	bwht	bwht						res-ltng		9	53	dmg-ltng		1	45	swing2		5	30	allskills		1	1	deadly/lvl	3			light-thorns		4	23																									0
Saracen's Chance	100	1		5		55	47	amu	Amulet			5	5000	dpur	dpur						res-all		4	38	gethit-skill	76	3	3	str		3	18	dex		3	18	enr		3	18	vit		3	18																									0
Class Specific																																																																					0
Arreat's Face	100	1		1		50	42	baa	Slayer Guard			5	5000								bar		2	3	skilltab	12	1	3	ac%		38	300	balance2		8	45	att%		5	30	str		5	30	dex		5	30	lifesteal		1	9	res-all		8	45													0
Homunculus	100	1		1		50	42	nea	Heirophant Trophy			5	5000								nec		2	3	skilltab	6	1	3	ac%		38	300	block2		8	45	block		10	60	enr		5	30	regen-mana		8	50	mana-kill		1	8	res-all		10	60													0
Titan's Revenge	100	1		1		50	42	ama	Ceremonial Javelin			5	5000								ama		2	3	skilltab	2	1	3	dmg%		38	300	move2		8	45	rep-quant	30			str		5	30	dex		5	30	lifesteal		1	14	dmg-norm		6	75	stack		15	90									0
Lycander's Aim	100	1		1		50	42	am7	Ceremonial Bow			5	5000								ama		2	3	skilltab	0	1	3	dmg%		38	300	swing2		5	30	ac%		5	30	dex		5	30	enr		5	30	manasteal		1	12	dmg-norm		6	75													0
Lycander's Flank	100	1		1		50	42	am9	Ceremonial Pike			5	5000								ama		2	3	skilltab	2	1	3	dmg%		38	300	swing2		8	45	ac%		5	30	str		5	30	vit		5	30	lifesteal		1	14	dmg-norm		6	75													0
The Oculus	100	1		1		50	42	oba	Swirling Crystal			5	5000								sor		3	5	gethit-skill	54	6	1	res-all		5	30	cast2		8	45	ac%		5	30	vit		5	30	enr		5	30	mana-kill		1	8	mag%		13	75													0
Herald of Zakarum	100	1		1		50	42	pa9	Aerin Shield			5	5000								pal		2	3	skilltab	9	1	3	ac%		38	300	block2		8	45	block		8	45	str		5	30	vit		5	30	att%		5	30	res-all		13	75													0
Cutthroat1	100	1		1		50	42	9tw	Runic Talons			5	5000								ass		2	3	skilltab	20	1	1	dmg%		38	300	balance2		8	45	att%		5	30	str		5	30	dex		5	30	lifesteal		1	14	dmg-norm		6	75													0
Jalal's Mane	100	1		1		50	42	dra	Dream Spirit			5	5000								dru		2	3	skilltab	16	1	3	ac%		38	300	balance2		8	45	att%		5	30	str		5	30	enr		5	30	mana-kill		1	8	res-all		8	45													0
The Scalper	100	1		1		65	57	9ta	Francisca			5	5000								rep-quant	30			dmg%		38	300	att%		6	38	swing2		5	30	openwounds		8	50	lifesteal		1	9	mana-kill		1	6																					0
Bloodmoon	100	1		1		69	61	7sb	elegant blade			5	5000	cred	cred		invsbru				dmg%		53	390	lifesteal		3	23	charged	BloodGolem	2	23	heal-kill		2	20	openwounds		13	75																													0
Djinnslayer	100	1		1		73	65	7sm	ataghan			5	5000	dpur	dpur		invscmu				dmg%		48	360	dmg-fire		63	750	dmg-demon		25	225	att-demon		50	450	abs-ltng		1	11	manasteal		1	9	sock		1	3																					0
Deathbit	100	1		1		52	44	9tk	battle dart			5	5000								deadly		10	60	dmg%		33	270	att		50	675	lifesteal		2	14	manasteal		1	9	rep-quant	25																											0
Warshrike	100	1		1		83	75	7bk	winged knife			5	5000	bwht	bwht		invtk3				dmg%		50	375	pierce		13	75	swing2		8	45	deadly		13	75	rep-quant	30			hit-skill	Nova	6	14																									0
Gutsiphon	100	1		1		79	71	6rx	demon crossbow			5	5000	lgrn	lgrn		invrxbu				dmg%		40	330	pierce		8	50	lifesteal		3	27	slow		6	38	openwounds		8	50																													0
Razoredge	100	1		1		75	67	7ha	tomahawk			5	5000	lblu			invhaxu				dmg%		44	338	swing2		10	60	reduce-ac		8	50	deadly		13	75	openwounds		13	75																													0
Gore Ripper	100			1								5	5000	dred	dred																																																						0
Demonlimb	100	1		1		71	63	7sp	tyrant club			5	5000	dgrn	dgrn		invspcu				dmg%		45	345	dmg-fire		56	500	lifesteal		2	20	charged	Enchant	5	35	rep-dur	5			dmg-demon		31	185	res-fire		4	30																					0
Steelshade	100	1		1		70	62	ulm	armet			5	5000	blac	blac		invhlmu				ac%		25	195	abs-fire		1	17	manasteal		1	12	regen		3	27																																	0
Tomb Reaver	100	1		1		86	84	7pa	cryptic axe	1		5	5000	lyel	lyel						swing2		15	90	light		1	6	dmg%		50	420	dmg-undead		38	345	mag%		13	120	res-all		8	75	att-undead		63	525	reanimate	1	3	15	heal-kill		3	21	sock		1	5									0
Deaths's Web	100	1		1		74	66	7gw	unearthed wand			5	5000	bwht	bwht						allskills		2	3	pierce-pois		10	75	heal-kill		2	18	mana-kill		2	18	skilltab	7	1	3																													0
Nature's Peace	100	1		3		77	69	rin	ring			5	5000	dgrn	dgrn						noheal		1	1	rip		1	1	red-dmg		2	17	res-pois		5	45	charged	Oak Sage	7	8																													0
Azurewrath	100	1		1		87	85	7cr	phase blade	1		5	5000	lgry			invcrs				dmg-mag		63	750	dmg%		58	405	aura	Sanctuary	3	20	dmg-cold	250	63	750	swing2		8	45	all-stats		1	15	light		1	5	allskills		1	1																	0
Seraph's Hymn	100	1		3		73	65	amu	amulet			5	5000	bwht	bwht		invamu2				allskills		2	3	skilltab	11	1	3	dmg-demon		6	75	dmg-undead		6	75	att-demon		38	375	att-undead		38	375	light		1	3																					0
Zakarum's Salvation	100			1								5	5000																																																								0
Fleshripper	100	1		1		76	68	7kr	fanged knife			5	5000	dred	dred		invkrsu				dmg%		50	450	reduce-ac		13	75	noheal		1	1	crush		6	38	openwounds		13	75	deadly		8	50	slow		5	30																					0
Odium	100			1								5	5000	blac																																																							0
Horizon's Tornado	100	1		5		72	64	7fl	scourge			5	5000	dpur	dpur						dmg%		58	420	swing2		13	75	slow		5	30	hit-skill	Tornado	5	23	ease		-20	-20																													0
Stone Crusher	100	1		4		76	68	7wh	legendary mallet			5	5000	whit							dmg%		70	480	str		5	45	crush		10	60	reduce-ac		6	38	dmg-ac		-100	-100	dmg		3	45																									0
Jadetalon	100	1		1		74	66	7wb	wrist sword			5	5000	cgrn	cgrn						dmg%		48	360	manasteal		3	23	res-all		10	75	balance2		8	45	skilltab	19	1	3	skilltab	20	1	3																									0
Shadowdancer	100	1		1		79	71	uhb	myrmidon greaves			5	5000	blac	blac						ac%		18	150	move2		8	45	balance2		8	45	dex		4	38	skilltab	19	1	3	ease		-20	-20																									0
Cerebus	100	1		1		71	63	drb	blood spirit			5	5000	bwht	bwht						ac%		33	210	skilltab	16	1	6	lifesteal		2	15	att%		15	180	openwounds		8	50	skill	feral rage	1	3																									0
Tyrael's Might	100	1		1		87	84	uar	sacred armor	1		5	5000	dblu	dblu		invaaru				ease		-100	-100	indestruct		1	1	ac%		30	225	rip		1	1	dmg-demon		13	150	nofreeze		1	1	move2		5	30	res-all		5	45	str		5	45													0
Souldrain	100	1		1		82	74	umg	vambraces			5	5000	dred	dred						ac%		23	180	manasteal		1	11	lifesteal		1	11	hit-skill	Weaken	2	5	dmg-ac		-50	-50																													0
Runemaster	100	1		1		80	72	72a	ettin axe			5	5000	lblu	lblu						dmg%		55	405	sock		1	8	res-cold-max		1	8	nofreeze		1	1																																	0
Deathcleaver	100	1		1		78	70	7wa	berserker axe			5	5000	dred							dmg%		58	420	deadly		17	99	reduce-ac		8	50	swing2		10	60	heal-kill		2	14																													0
Executioner's Justice	100	1		1		83	75	7gi	glorious axe			5	5000	blac	blac						dmg%		60	435	crush		6	38	reduce-ac		8	50	kill-skill	Decrepify	13	9	swing2		8	45																													0
Stoneraven	100	1		1		72	64	amd	matriarchal spear			5	5000	dgry							dmg%		58	420	dmg-mag		25	281	res-all		8	75	ac		100	900	skilltab	2	1	5																													0
Leviathan	100	1		1		73	65	uld	kraken shell			5	5000	cgrn	cgrn						ac%		43	300	ac		25	225	red-dmg%		4	38	str		10	75	indestruct		1	1																													0
Larzuk's Champion	100			1								5	5000	lgry		flphmr	invhfh																																																				0
Wisp	100	1		1		84	76	rin	ring			5	5000	bwht	bwht						abs-ltng%		3	30	hit-skill	Lightning	3	24	mag%		3	30	charged	Oak Sage	4	3	charged	Heart of Wolverine	3	8	charged	Spirit of Barbs	3	11																									0
Gargoyle's Bite	100	1		1		78	70	7ts	winged harpoon			5	5000	cgrn	cgrn						dmg%		45	345	rep-quant	30			dmg-pois	250	75	450	lifesteal		2	23	charged	Plague Javelin	15	17																													0
Lacerator	100	1		1		76	68	7b8	winged axe			5	5000	blac	blac						dmg%		38	315	rep-quant	25			swing2		8	45	noheal		1	1	openwounds		8	50	howl		16	96	hit-skill	Amplify Damage	8	5																					0
Mang Song's Lesson	100	1		1		86	82	6ws	archon staff			5	5000	dgld	dgld		inv8wsu				allskills		1	8	pierce-fire		2	23	pierce-ltng		2	23	pierce-cold		2	23	regen-mana		3	15	cast2		8	45																									0
Viperfork	100	1		1		79	71	7br	war fork			5	5000	dgrn	dgrn						dmg%		48	360	dmg-pois	250	83	500	swing2		13	75	att		50	375	hit-skill	Poison Explosion	4	14	res-pois		8	75																									0
Ethereal Edge	100	1		1		82	74	7ba	silver-edged axe			5	5000	whit	whit						dmg%		38	270	swing2		6	38	abs-fire		3	18	dmg-demon		38	300	demon-heal		1	15	att		68	525	ethereal		1	1	indestruct		1	1																	0
Demonhorn's Edge	100	1		1		69	61	bad	destroyer helm			5	5000	dgry	dgry						ac%		30	240	swing2		3	15	lifesteal		1	9	thorns		14	116	skilltab	12	1	5	skilltab	13	1	5	skilltab	14	1	5																					0
The Reaper's Toll	100	1		1		83	75	7s8	thresher			5	5000				invscy				dmg%		48	360	hit-skill	Decrepify	8	1	ignore-ac		1	1	lifesteal		3	23	ease		-25	-25	deadly		8	50	dmg-cold		1	66																					0
Spiritkeeper	100	1		1		75	67	drd	earth spirit			5	5000								ac%		43	285	balance2		5	30	abs-ltng		2	21	res-fire		8	60	abs-cold%		4	38	res-pois-max		3	15	dru		1	3																					0
Hellrack	100	1		1		84	76	6hx	colossus crossbow			5	5000	cred			invhxbu				dmg%		45	345	dmg-elem	33	16	486	swing2		5	30	att%		25	225	sock		1	3	charged	Immolation Arrow	38	27																									0
Alma Negra	100	1		1		85	77	pac	sacred rondache			5	5000	blac	blac						ac%		45	315	block2		8	45	pal		1	3	block		5	30	red-mag		1	14	att%		10	113	dmg%		10	113																					0
Darkforge Spawn	100	1		1		72	64	nef	bloodlord skull			5	5000	cred	cred						ac%		35	270	cast2		8	45	mana%		3	15	skilltab	6	1	5	skilltab	7	1	5	skilltab	8	1	5																									0
Widowmaker	100	1		1		73	65	6sw	ward bow			5	5000	dred	dred		invswbu				dmg%		38	300	deadly		8	50	ignore-ac		1	1	magicarrow		3	17	oskill	Guided Arrow	1	8																													0
Bloodraven's Charge	100	1		1		79	71	amb	matriarchal bow			5	5000	dgld	dgld		invswbu				dmg%		45	345	att%		50	450	explosivearrow		3	20	skilltab	0	1	6	charged	Revive	8	8																													0
Ghostflame	100	1		1		70	62	7bl	legend spike			5	5000	cblu	cblu						dmg%		48	360	ignore-ac		1	1	dmg-mag		27	162	manasteal		3	23	ethereal		1	1	indestruct		1	1	light		1	3																					0
Shadowkiller	100	1		1		85	78	7cs	battle cestus			5	5000				invaxfu				dmg%		43	330	reduce-ac		6	38	freeze		1	3	mana-kill		3	23	hit-skill	Frost Nova	8	12	ethereal		1	1	indestruct		1	1																					0
Gimmershred	100	1		1		78	70	7ta	flying axe			5	5000	lgrn							dmg%		40	315	dmg-fire		55	725	dmg-cold	100	44	596	dmg-ltng		7	752	stack		15	90	swing2		8	45																									0
Griffon's Eye	100	1		1		84	76	ci3	diadem			5	5000								ac		25	300	cast2		6	38	allskills		1	1	extra-ltng		3	23	pierce-ltng		4	30																													0
Windhammer	100	1		1		76	68	7m7	ogre maul			5	5000	cblu	cblu		invmau				dmg%		45	345	crush		13	75	swing2		15	90	hit-skill	Twister	8	33																																	0
Thunderstroke	100	1		1		77	69	amf	matriarchal javelin			5	5000	dblu	dblu						dmg%		38	300	dmg-ltng		1	767	hit-skill	Lightning	5	21	swing2		4	23	pierce-ltng		4	23	skill	Lightning Bolt	1	5	skilltab	2	1	6																					0
Giantmaimer	100			1								5	5000	cred	cred																																																						0
Demon's Arch	100	1		1		76	68	7s7	balrog spear			5	5000	cred	cred						dmg%		40	315	dmg-fire		58	485	lifesteal		2	18	rep-quant	30			swing2		8	45	dmg-ltng		6	500																									0
Boneflame	100	1		1		80	72	nee	succubae skull			3	5000	dred	dred						ac%		30	225	move2		5	30	gethit-skill	Terror	4	5	nec		1	5	res-all		5	45																													0
Steelpillar	100	1		1		77	69	7p7	war pike			3	5000								dmg%		53	390	swing2		6	38	reduce-ac		5	30	ac%		13	120	indestruct		1	1	crush		6	38																									0
Nightwing's Veil	100	1		1		75	67	uhm	spired helm			3	5000	cblu	cblu						ac%		23	180	allskills		1	3	dex		3	30	abs-cold		1	14	half-freeze		1	1	extra-cold		2	23	ease		-50	-50																					0
Crown of Ages	100	1		1		86	82	urn	corona	1		3	5000	dgld	dgld						balance2		8	45	res-all		5	45	allskills		1	1	ac		25	225	indestruct		1	1	red-dmg%		3	23	ac%		13	75	sock		1	3																	0
Andariel's Visage	100	1		1		85	83	usk	demonhead	1		3	5000	dred	dred						ac%		25	225	res-pois		18	105	allskills		1	3	res-pois-max		3	15	swing2		5	30	str		6	45	gethit-skill	92	4	23	charged	278	5	5	lifesteal		2	15	res-fire		-30	-30									0
Darkfear	100			1				ulm	armet			5	5000	blac			invhlmu																																																				0
Dragonscale	100	1		1		84	80	pae	zakarum shield			3	5000	dgrn	dgrn						ac%		43	300	abs-fire%		3	30	res-fire-max		1	8	str		4	38	dmg-fire		53	557	oskill	Hydra	3	15	extra-fire		4	23																					0
Steel Carapice	100	1		1		74	66	uul	shadow plate			3	5000	dgry	dgry						ac%		48	330	balance2		5	30	red-dmg		2	21	res-cold		10	90	regen-mana		3	23	rep-dur	5			gethit-skill	Iron Maiden	2	9																					0
Medusa's Gaze	100	1		1		84	76	uow	aegis			3	5000	lred	lred		invtowu				ac%		38	270	slow		5	30	gethit-skill	Lower Resist	3	11	lifesteal		1	14	death-skill	Nova	25	66	res-cold		10	120																									0
Ravenlore	100	1		1		82	74	dre	sky spirit			3	5000	dgld	dgld						ac%		30	225	res-all		4	38	skilltab	17	1	5	enr		5	45	pierce-fire		3	30	skill	Raven	2	11																									0
Boneshade	100	1		1		84	79	7bw	lich wand			3	5000	dgry	dgry		invbwnu				nec		2	3	cast2		6	38	skill	Teeth	1	8	skill	Bone Armor	1	8	skill	Bone Spear	1	5	skill	Bone Spirit	1	3	skill	Bone Wall	1	5																					0
Nethercrow	100			1								3	5000	cblu	cblu																																																						0
Flamebellow	100	1		1		79	71	7gs	balrog blade			3	5000	cred	cred		invgisu				dmg%		43	360	dmg-fire		58	723	fireskill		1	5	abs-fire%		5	45	hit-skill	Firestorm	3	24	str		3	30	vit		1	15	oskill	Inferno	3	27																	0
Fathom	100	1		1		81	73	obf	dimensional shard			3	5000	lblu							sor		3	5	extra-cold		4	45	cast2		5	30	res-fire		6	60	res-ltng		6	60																													0
Wolfhowl	100	1		1		85	79	bac	fury visor			3	5000	cred	cred						ac%		30	225	skilltab	14	1	5	str		2	23	dex		2	23	vit		2	23	oskill	Wearwolf	1	9	charged	Summon Fenris	5	23	oskill	Shape Shifting	1	9	oskill	Feral Rage	1	9													0
Spirit Ward	100	1		1		76	68	uts	ward			3	5000	dblu	dblu		invgtsu				ac%		33	270	abs-cold		2	17	res-all		8	60	block		5	45	block2		6	38	gethit-skill	Fade	1	12																									0
Kira's Guardian	100	1		1		85	77	ci2	tiara			3	5000	blac	blac						ac		13	180	res-all		13	105	nofreeze		1	1	balance2		5	30																																	0
Ormus' Robes	100	1		1		83	75	uui	dusk shroud			3	5000	blac	blac						ac		3	30	cast2		5	30	extra-fire		3	23	extra-cold		3	23	extra-ltng		3	23	regen-mana		3	23	skill-rand	3	9	90																					0
Gheed's Fortune	100	1		1		70	62	cm3	charm		1	3	5000	lgld							mag%		5	60	gold%		20	240	cheap		3	23																																					0
Stormlash	100	1		1		86	82	7fl	scourge	1		3	5000	dgry	dgry						dmg%		60	450	swing2		8	45	hit-skill	Static Field	4	15	hit-skill	Tornado	5	27	dmg-ltng		1	710	light-thorns		8	45	crush		8	50	abs-ltng		1	14																	0
Halaberd's Reign	100	1		1		85	77	bae	conqueror crown			3	5000								ac%		35	255	skilltab	13	1	1	bar		1	3	balance2		5	30	regen		4	35	skill	Battle Orders	1	3	skill	Battle Command	1	3																					0
Warriv's Warder	100			1								3	5000																																																								0
Spike Thorn	100	1		1		78	70	upk	blade barrier			5	5000	dyel	dyel		invspku				ac%		30	225	thorns/lvl	11			dur		63	375	balance2		8	45	red-dmg%		4	30	sock		1	1																									0
Dracul's Grasp	100	1		1		84	76	uvg	vampirebone gloves			5	5000	dred	dred						ac%		23	180	lifesteal		2	15	openwounds		6	38	hit-skill	Life Tap	1	15	heal-kill		1	15	str		3	23																									0
Frostwind	100	1		1		78	70	7ls	cryptic sword			5	5000	cblu	cblu		invlsdu				dmg%		45	345	freeze		1	6	half-freeze		1	1	dmg-cold	150	59	729	swing2		6	38	abs-cold%		2	23	oskill	Arctic Blast	2	21																					0
Templar's Might	100	1		8		82	74	uar	sacred armor			5	5000	cgrn	cgrn		invaaru				ac%		43	330	balance2		5	30	ac-miss		63	450	stam		10	75	str		3	23	vit		3	23	skilltab	10	1	3																					0
Eschuta's temper	100	1		1		80	72	obc	eldritch orb			5	5000	cred							sor		1	5	cast2		10	60	extra-fire		3	30	extra-ltng		3	30	enr		5	45																													0
Firelizard's Talons	100	1		1		75	67	7lw	feral claws			5	5000								dmg%		50	405	swing2		4	23	skilltab	20	1	5	dmg-fire		59	720	res-fire		10	105	skill	Wake of Fire Sentry	1	3	skill	Inferno Sentry	1	3																					0
Sandstorm Trek	100	1		1		72	64	uvb	scarabshell boots			5	5000								ac%		35	255	move2		5	30	balance2		5	30	stam/lvl	8			stamdrain		13	75	res-pois		10	105	rep-dur	5			str		3	23	vit		3	23													0
Marrowwalk	100	1		1		74	66	umb	boneweave boots			5	5000	dgry							ac%		43	300	move2		5	30	charged	Bone Prison	3	50	charged	Life Tap	3	18	regen-stam		3	15	regen-mana		3	15	half-freeze		1	1	str		3	30	dex		4	26	skill	Skeleton Mastery	1	3									0
Heaven's Light	100	1		1		69	61	7sc	mighty scepter			5	5000	cblu	cblu						dmg%		63	450	swing2		5	30	reduce-ac		8	50	light		1	5	demon-heal		4	30	crush		8	50	sock		1	5	pal		1	5																	0
Merman's Speed	100																																																																				0
Arachnid Mesh	100	1		1		87	80	ulc	spiderweb sash			5	5000	blac	blac						ac%		23	180	cast2		5	30	charged	Venom	3	5	allskills		1	1	slow		3	15	mana%		1	8																									0
Nosferatu's Coil	100	1		1		68	51	uvc	vampirefang belt			5	5000								str		4	23	mana-kill		1	3	slow		3	15	lifesteal		1	11	swing2		3	15	light		-3	-3																									0
Metalgrid	100	1		2		85	81	amu	amulet			5	5000								ac		75	525	res-all		6	53	att		100	675	charged	IronGolem	3	33	charged	Iron Maiden	5	18																													0
Verdugo's Hearty Cord	100	1		1		71	63	umc	mithril coil			5	5000	blac	blac						ac%		23	210	vit		8	60	stam		25	180	balance2		3	15	red-dmg%		3	23	regen		3	20																									0
Sigurd's Staunch	100			1								5	5000																																																								0
Carrion Wind	100	1		3		68	60	rin	ring			3	5000								ac-miss		25	240	lifesteal		2	14	res-pois		14	83	gethit-skill	Poison Nova	3	15	charged	Plague Poppy	4	32	hit-skill	Twister	2	20	dmg-to-mana		3	15																					0
Giantskull	100	1		1		73	65	uh9	bone visage			3	5000	lgry	lgry		invbhm				ac		63	480	str		6	53	crush		3	15	sock		1	3	knock		1	1																													0
Ironward	100	1		1		68	60	7ws	caduceus			3	5000	blac	blac						dmg%		60	435	slow		6	38	att%		38	300	swing2		3	15	dmg-mag		20	360	red-dmg		1	11	dmg		10	128	skilltab	9	1	6	crush		8	50													0
Annihilus	100	1		1		110	70	cm1	charm		1	3	5000			flpmss	invmss	item_gem	12	item_gem	allskills		1	1	all-stats		3	30	res-all		3	30	addxp		1	15																																	0
Arioc's Needle	100	1		1		85	81	7sr	hyperion spear			3	5000								dmg%		45	345	dmg-pois	250	101	605	deadly		13	75	ignore-ac		1	1	allskills		1	6	swing2		8	45																									0
Cranebeak	100	1		1		71	63	7mp	war spike			3	5000	dgry			invmpiu				dmg%		60	450	dmg-ltng		1	458	swing2		10	60	reduce-ac		6	38	mag%		5	75	charged	Raven	4	12																									0
Nord's Tenderizer	100	1		1		76	68	7cl	truncheon			3	5000				invclbu				dmg%		68	495	freeze		1	6	swing2		6	38	charged	Blizzard	3	24	att%		38	270	abs-cold%		1	23	dmg-cold	125	51	683																					0
Earthshifter	100	1		1		77	69	7gm	thunder maul			3	5000								dmg%		63	450	hit-skill	Eruption	6	21	crush		8	50	swing2		3	15	charged	Volcano	8	21	skilltab	17	2	11	cast2		3	15																					0
Wraithflight	100	1		1		84	76	7gl	ghost glaive			3	5000	dblu	dblu						dmg%		38	285	rep-quant	40			lifesteal		2	20	mana-kill		4	23	ethereal		1	1																													0
Bonehew	100	1		1		72	64	7o7	ogre axe			3	5000	bwht	bwht						dmg%		68	480	swing2		8	45	charged	Corpse Explosion	8	21	hit-skill	Bone Spear	13	24	noheal		1	1	sock		1	3																									0
Ondal's Wisdom	100	1		1		74	66	6cs	elder staff			3	5000				invcstu				cast2		11	68	enr		10	75	allskills		1	6	ac		113	825	addxp		1	8	red-mag		1	12																									0
The Reedeemer	100	1		1		80	72	7sc	mighty scepter			3	5000								dmg%		63	450	dmg-demon		50	375	pal		1	3	ease		-60	-60	skill	Redemption	1	6	skill	Holy Bolt	1	6	light		1	5	reduce-ac		8	50	dmg		15	180													0
Headhunter's Glory	100	1		1		83	75	ush	troll nest			3	5000				invbshu				ac		80	630	ac-miss		75	525	res-pois		8	60	sock		1	5	res-fire		5	45	heal-kill		1	11																									0
Steelrend	100	1		1		78	70	uhg	ogre gauntlets			3	5000								ac		43	315	str		4	30	dmg%		8	90	crush		3	15																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000								dmg-ltng		1	111	pierce-ltng		1	8	extra-ltng		1	8	death-skill	Chain Lightning	25	71																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000								dmg-cold	3	6	57	pierce-cold		1	8	extra-cold		1	8	death-skill	Blizzard	25	56																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000								dmg-fire		4	68	pierce-fire		1	8	extra-fire		1	8	death-skill	Meteor	25	47																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000								dmg-pois	50	47	281	pierce-pois		1	8	extra-pois		1	8	death-skill	Poison Nova	25	77																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000								dmg-ltng		1	111	pierce-ltng		1	8	extra-ltng		1	8	levelup-skill	Nova	25	62																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000								dmg-cold	3	6	57	pierce-cold		1	8	extra-cold		1	8	levelup-skill	Frost Nova	25	65																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000								dmg-fire		4	68	pierce-fire		1	8	extra-fire		1	8	levelup-skill	Blaze	25	44																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000								dmg-pois	50	47	281	pierce-pois		1	8	extra-pois		1	8	levelup-skill	Venom	25	35																																	0
Hellfire Torch	100	1		1		110	75	cm2	charm		1	3	5000			flptrch	invtrch	item_gem	12	item_gem	randclassskill		0	9	all-stats		3	30	res-all		3	30	light		2	12	hit-skill	197	1	15	charged	Hydra	3	45																									0
