monster	oninit	level	item1	loc1	mod1	item2	loc2	mod2	item3	loc3	mod3	eol
succubuswitch6	1	0	amu	neck	4							0
succubuswitch7	1	0	amu	neck	4							0
succubuswitch8	1	0	amu	neck	4							0
willowisp5	1	0	amu	neck	4							0
willowisp6	1	0	amu	neck	4							0
willowisp7	1	0	amu	neck	4							0
fallen6	1	0	amu	neck	4							0
fallen7	1	0	amu	neck	4							0
fallen8	1	0	amu	neck	4							0
fallenshaman6	1	0	amu	neck	4							0
fallenshaman7	1	0	amu	neck	4							0
fallenshaman8	1	0	amu	neck	4							0
skeleton6	1	0	amu	neck	4							0
skeleton7	1	0	amu	neck	4							0
batdemon6	1	0	amu	neck	4							0
batdemon7	1	0	amu	neck	4							0
bloodlord6	1	0	amu	neck	4							0
bloodlord7	1	0	amu	neck	4							0
scarab6	1	0	amu	neck	4							0
scarab7	1	0	amu	neck	4							0
fetish6	1	0	amu	neck	4							0
fetish7	1	0	amu	neck	4							0
fetish8	1	0	amu	neck	4							0
fetishblow6	1	0	amu	neck	4							0
fetishblow7	1	0	amu	neck	4							0
fetishblow8	1	0	amu	neck	4							0
fetishshaman6	1	0	amu	neck	4							0
fetishshaman7	1	0	amu	neck	4							0
fetishshaman8	1	0	amu	neck	4							0
baboon7	1	0	amu	neck	4							0
baboon8	1	0	amu	neck	4							0
unraveler6	1	0	amu	neck	4							0
unraveler7	1	0	amu	neck	4							0
unraveler8	1	0	amu	neck	4							0
unraveler9	1	0	amu	neck	4							0
zealot4	1	0	amu	neck	4							0
zealot5	1	0	amu	neck	4							0
cantor5	1	0	amu	neck	4							0
cantor6	1	0	amu	neck	4							0
vilemother4	1	0	amu	neck	4							0
vilemother5	1	0	amu	neck	4							0
vilechild4	1	0	amu	neck	4							0
vilechild5	1	0	amu	neck	4							0
sandmaggot6	1	0	amu	neck	4							0
maggotbaby6	1	0	amu	neck	4							0
maggotegg6	1	0	amu	neck	4							0
minion9	1	0	amu	neck	4							0
minion10	1	0	amu	neck	4							0
minion11	1	0	amu	neck	4							0
arach6	1	0	amu	neck	4							0
megademon4	1	0	amu	neck	4							0
megademon5	1	0	amu	neck	4							0
imp6	1	0	amu	neck	4							0
imp7	1	0	amu	neck	4							0
bonefetish6	1	0	amu	neck	4							0
bonefetish7	1	0	amu	neck	4							0
fingermage4	1	0	amu	neck	4							0
fingermage5	1	0	amu	neck	4							0
regurgitator4	1	0	amu	neck	4							0
vampire6	1	0	amu	neck	4							0
vampire7	1	0	amu	neck	4							0
vampire8	1	0	amu	neck	4							0
reanimatedhorde6	1	0	amu	neck	4							0
dkfig1	1	0	amu	neck	4							0
dkfig2	1	0	amu	neck	4							0
dkmag1	1	0	amu	neck	4							0
dkmag2	1	0	amu	neck	4							0
mummy6	1	0	amu	neck	4							0
ubermephisto	1	0	amu	neck	4							0
uberdiablo	1	0	amu	neck	4							0
uberizual	1	0	amu	neck	4							0
uberandariel	1	0	amu	neck	4							0
uberduriel	1	0	amu	neck	4							0
uberbaal	1	0	amu	neck	4							0
demonspawner	1	0	amu	neck	4							0
demonhole	1	0	amu	neck	4							0
megademon6	1	0	amu	neck	4							0
dkmag3	1	0	amu	neck	4							0
imp8	1	0	amu	neck	4							0
swarm5	1	0	amu	neck	4							0
sandmaggot7	1	0	amu	neck	4							0
arach7	1	0	amu	neck	4							0
scarab8	1	0	amu	neck	4							0
succubus8	1	0	amu	neck	4							0
succubuswitch9	1	0	amu	neck	4							0
corruptrogue6	1	0	amu	neck	4							0
cr_archer8	1	0	amu	neck	4							0
cr_lancer8	1	0	amu	neck	4							0
overseer6	1	0	amu	neck	4							0
skeleton8	1	0	amu	neck	4							0
sk_archer11	1	0	amu	neck	4							0
skmage_fire7	1	0	amu	neck	4							0
skmage_ltng7	1	0	amu	neck	4							0
skmage_cold6	1	0	amu	neck	4							0
skmage_pois7	1	0	amu	neck	4							0
vampire9	1	0	amu	neck	4							0
wraith9	1	0	amu	neck	4							0
willowisp8	1	0	amu	neck	4							0
skeleton1	1	0	lgl	glov	4							0
skeleton2	1	0	lgl	glov	4							0
skeleton3	1	0	lgl	glov	4							0
skeleton4	1	0	lgl	glov	4							0
skeleton5	1	0	lgl	glov	4							0
zombie1	1	0	lgl	glov	4							0
zombie2	1	0	lgl	glov	4							0
zombie3	1	0	lgl	glov	4							0
zombie4	1	0	lgl	glov	4							0
zombie5	1	0	lgl	glov	4							0
bighead1	1	0	lgl	glov	4							0
bighead2	1	0	lgl	glov	4							0
bighead3	1	0	lgl	glov	4							0
bighead4	1	0	lgl	glov	4							0
bighead5	1	0	lgl	glov	4							0
foulcrow1	1	0	lgl	glov	4							0
foulcrow2	1	0	lgl	glov	4							0
foulcrow3	1	0	lgl	glov	4							0
foulcrow4	1	0	lgl	glov	4							0
fallen1	1	0	lgl	glov	4							0
fallen2	1	0	lgl	glov	4							0
fallen3	1	0	lgl	glov	4							0
fallen4	1	0	lgl	glov	4							0
fallen5	1	0	lgl	glov	4							0
brute2	1	0	lgl	glov	4							0
brute3	1	0	lgl	glov	4							0
brute4	1	0	lgl	glov	4							0
brute5	1	0	lgl	glov	4							0
brute1	1	0	lgl	glov	4							0
sandraider1	1	0	lgl	glov	4							0
sandraider2	1	0	lgl	glov	4							0
sandraider3	1	0	lgl	glov	4							0
sandraider4	1	0	lgl	glov	4							0
sandraider5	1	0	lgl	glov	4							0
gorgon1	1	0	lgl	glov	4							0
gorgon2	1	0	lgl	glov	4							0
gorgon3	1	0	lgl	glov	4							0
gorgon4	1	0	lgl	glov	4							0
wraith1	1	0	lgl	glov	4							0
wraith2	1	0	lgl	glov	4							0
wraith3	1	0	lgl	glov	4							0
wraith4	1	0	lgl	glov	4							0
wraith5	1	0	lgl	glov	4							0
corruptrogue1	1	0	lgl	glov	4							0
corruptrogue2	1	0	lgl	glov	4							0
corruptrogue3	1	0	lgl	glov	4							0
corruptrogue4	1	0	lgl	glov	4							0
corruptrogue5	1	0	lgl	glov	4							0
baboon1	1	0	lgl	glov	4							0
baboon2	1	0	lgl	glov	4							0
baboon3	1	0	lgl	glov	4							0
baboon4	1	0	lgl	glov	4							0
baboon5	1	0	lgl	glov	4							0
goatman1	1	0	lgl	glov	4							0
goatman2	1	0	lgl	glov	4							0
goatman3	1	0	lgl	glov	4							0
goatman4	1	0	lgl	glov	4							0
goatman5	1	0	lgl	glov	4							0
fallenshaman1	1	0	lgl	glov	4							0
fallenshaman2	1	0	lgl	glov	4							0
fallenshaman3	1	0	lgl	glov	4							0
fallenshaman4	1	0	lgl	glov	4							0
fallenshaman5	1	0	lgl	glov	4							0
quillrat1	1	0	lgl	glov	4							0
quillrat2	1	0	lgl	glov	4							0
quillrat3	1	0	lgl	glov	4							0
quillrat4	1	0	lgl	glov	4							0
quillrat5	1	0	lgl	glov	4							0
sandmaggot1	1	0	lgl	glov	4							0
sandmaggot2	1	0	lgl	glov	4							0
sandmaggot3	1	0	lgl	glov	4							0
sandmaggot4	1	0	lgl	glov	4							0
sandmaggot5	1	0	lgl	glov	4							0
clawviper1	1	0	lgl	glov	4							0
clawviper2	1	0	lgl	glov	4							0
clawviper3	1	0	lgl	glov	4							0
clawviper4	1	0	lgl	glov	4							0
clawviper5	1	0	lgl	glov	4							0
sandleaper1	1	0	lgl	glov	4							0
sandleaper2	1	0	lgl	glov	4							0
sandleaper3	1	0	lgl	glov	4							0
sandleaper4	1	0	lgl	glov	4							0
sandleaper5	1	0	lgl	glov	4							0
pantherwoman1	1	0	lgl	glov	4							0
pantherwoman2	1	0	lgl	glov	4							0
pantherwoman3	1	0	lgl	glov	4							0
pantherwoman4	1	0	lgl	glov	4							0
swarm1	1	0	lgl	glov	4							0
swarm2	1	0	lgl	glov	4							0
swarm3	1	0	lgl	glov	4							0
swarm4	1	0	lgl	glov	4							0
scarab1	1	0	lgl	glov	4							0
scarab2	1	0	lgl	glov	4							0
scarab3	1	0	lgl	glov	4							0
scarab4	1	0	lgl	glov	4							0
scarab5	1	0	lgl	glov	4							0
mummy1	1	0	lgl	glov	4							0
mummy2	1	0	lgl	glov	4							0
mummy3	1	0	lgl	glov	4							0
mummy4	1	0	lgl	glov	4							0
mummy5	1	0	lgl	glov	4							0
unraveler1	1	0	lgl	glov	4							0
unraveler2	1	0	lgl	glov	4							0
unraveler3	1	0	lgl	glov	4							0
unraveler4	1	0	lgl	glov	4							0
unraveler5	1	0	lgl	glov	4							0
chaoshorde1	1	0	lgl	glov	4							0
chaoshorde2	1	0	lgl	glov	4							0
chaoshorde3	1	0	lgl	glov	4							0
chaoshorde4	1	0	lgl	glov	4							0
vulture1	1	0	lgl	glov	4							0
vulture2	1	0	lgl	glov	4							0
vulture3	1	0	lgl	glov	4							0
vulture4	1	0	lgl	glov	4							0
mosquito1	1	0	lgl	glov	4							0
mosquito2	1	0	lgl	glov	4							0
mosquito3	1	0	lgl	glov	4							0
mosquito4	1	0	lgl	glov	4							0
willowisp1	1	0	lgl	glov	4							0
willowisp2	1	0	lgl	glov	4							0
willowisp3	1	0	lgl	glov	4							0
willowisp4	1	0	lgl	glov	4							0
arach1	1	0	lgl	glov	4							0
arach2	1	0	lgl	glov	4							0
arach3	1	0	lgl	glov	4							0
arach4	1	0	lgl	glov	4							0
arach5	1	0	lgl	glov	4							0
thornhulk1	1	0	lgl	glov	4							0
thornhulk2	1	0	lgl	glov	4							0
thornhulk3	1	0	lgl	glov	4							0
thornhulk4	1	0	lgl	glov	4							0
vampire1	1	0	lgl	glov	4							0
vampire2	1	0	lgl	glov	4							0
vampire3	1	0	lgl	glov	4							0
vampire4	1	0	lgl	glov	4							0
vampire5	1	0	lgl	glov	4							0
batdemon1	1	0	lgl	glov	4							0
batdemon2	1	0	lgl	glov	4							0
batdemon3	1	0	lgl	glov	4							0
batdemon4	1	0	lgl	glov	4							0
batdemon5	1	0	lgl	glov	4							0
fetish1	1	0	lgl	glov	4							0
fetish2	1	0	lgl	glov	4							0
fetish3	1	0	lgl	glov	4							0
fetish4	1	0	lgl	glov	4							0
fetish5	1	0	lgl	glov	4							0
cain1	1	0	lgl	glov	4							0
gheed	1	0	lgl	glov	4							0
akara	1	0	lgl	glov	4							0
chicken	1	0	lgl	glov	4							0
kashya	1	0	lgl	glov	4							0
rat	1	0	lgl	glov	4							0
rogue1	1	0	lgl	glov	4							0
hellmeteor	1	0	lgl	glov	4							0
charsi	1	0	lgl	glov	4							0
warriv1	1	0	lgl	glov	4							0
andariel	1	0	lgl	glov	4							0
bird1	1	0	lgl	glov	4							0
bird2	1	0	lgl	glov	4							0
bat	1	0	lgl	glov	4							0
cr_archer1	1	0	lgl	glov	4							0
cr_archer2	1	0	lgl	glov	4							0
cr_archer3	1	0	lgl	glov	4							0
cr_archer4	1	0	lgl	glov	4							0
cr_archer5	1	0	lgl	glov	4							0
cr_lancer1	1	0	lgl	glov	4							0
cr_lancer2	1	0	lgl	glov	4							0
cr_lancer3	1	0	lgl	glov	4							0
cr_lancer4	1	0	lgl	glov	4							0
cr_lancer5	1	0	lgl	glov	4							0
sk_archer1	1	0	lgl	glov	4							0
sk_archer2	1	0	lgl	glov	4							0
sk_archer3	1	0	lgl	glov	4							0
sk_archer4	1	0	lgl	glov	4							0
sk_archer5	1	0	lgl	glov	4							0
warriv2	1	0	lgl	glov	4							0
atma	1	0	lgl	glov	4							0
drognan	1	0	lgl	glov	4							0
fara	1	0	lgl	glov	4							0
cow	1	0	lgl	glov	4							0
maggotbaby1	1	0	lgl	glov	4							0
maggotbaby2	1	0	lgl	glov	4							0
maggotbaby3	1	0	lgl	glov	4							0
maggotbaby4	1	0	lgl	glov	4							0
maggotbaby5	1	0	lgl	glov	4							0
camel	1	0	lgl	glov	4							0
blunderbore1	1	0	lgl	glov	4							0
blunderbore2	1	0	lgl	glov	4							0
blunderbore3	1	0	lgl	glov	4							0
blunderbore4	1	0	lgl	glov	4							0
maggotegg1	1	0	lgl	glov	4							0
maggotegg2	1	0	lgl	glov	4							0
maggotegg3	1	0	lgl	glov	4							0
maggotegg4	1	0	lgl	glov	4							0
maggotegg5	1	0	lgl	glov	4							0
act2male	1	0	lgl	glov	4							0
act2female	1	0	lgl	glov	4							0
act2child	1	0	lgl	glov	4							0
greiz	1	0	lgl	glov	4							0
elzix	1	0	lgl	glov	4							0
geglash	1	0	lgl	glov	4							0
jerhyn	1	0	lgl	glov	4							0
lysander	1	0	lgl	glov	4							0
act2guard1	1	0	lgl	glov	4							0
act2vendor1	1	0	lgl	glov	4							0
act2vendor2	1	0	lgl	glov	4							0
crownest1	1	0	lgl	glov	4							0
crownest2	1	0	lgl	glov	4							0
crownest3	1	0	lgl	glov	4							0
crownest4	1	0	lgl	glov	4							0
meshif1	1	0	lgl	glov	4							0
duriel	1	0	lgl	glov	4							0
bonefetish1	1	0	lgl	glov	4							0
bonefetish2	1	0	lgl	glov	4							0
bonefetish3	1	0	lgl	glov	4							0
bonefetish4	1	0	lgl	glov	4							0
bonefetish5	1	0	lgl	glov	4							0
darkguard1	1	0	lgl	glov	4							0
darkguard2	1	0	lgl	glov	4							0
darkguard3	1	0	lgl	glov	4							0
darkguard4	1	0	lgl	glov	4							0
darkguard5	1	0	lgl	glov	4							0
bloodmage1	1	0	lgl	glov	4							0
bloodmage2	1	0	lgl	glov	4							0
bloodmage3	1	0	lgl	glov	4							0
bloodmage4	1	0	lgl	glov	4							0
bloodmage5	1	0	lgl	glov	4							0
maggot	1	0	lgl	glov	4							0
sarcophagus	1	0	lgl	glov	4							0
radament	1	0	lgl	glov	4							0
firebeast	1	0	lgl	glov	4							0
iceglobe	1	0	lgl	glov	4							0
lightningbeast	1	0	lgl	glov	4							0
poisonorb	1	0	lgl	glov	4							0
flyingscimitar	1	0	lgl	glov	4							0
zealot1	1	0	lgl	glov	4							0
zealot2	1	0	lgl	glov	4							0
zealot3	1	0	lgl	glov	4							0
cantor1	1	0	lgl	glov	4							0
cantor2	1	0	lgl	glov	4							0
cantor3	1	0	lgl	glov	4							0
cantor4	1	0	lgl	glov	4							0
mephisto	1	0	lgl	glov	4							0
diablo	1	0	lgl	glov	4							0
cain2	1	0	lgl	glov	4							0
cain3	1	0	lgl	glov	4							0
cain4	1	0	lgl	glov	4							0
frogdemon1	1	0	lgl	glov	4							0
frogdemon2	1	0	lgl	glov	4							0
frogdemon3	1	0	lgl	glov	4							0
summoner	1	0	lgl	glov	4							0
tyrael1	1	0	lgl	glov	4							0
asheara	1	0	lgl	glov	4							0
hratli	1	0	lgl	glov	4							0
alkor	1	0	lgl	glov	4							0
ormus	1	0	lgl	glov	4							0
izual	1	0	lgl	glov	4							0
halbu	1	0	lgl	glov	4							0
tentacle1	1	0	lgl	glov	4							0
tentacle2	1	0	lgl	glov	4							0
tentacle3	1	0	lgl	glov	4							0
tentaclehead1	1	0	lgl	glov	4							0
tentaclehead2	1	0	lgl	glov	4							0
tentaclehead3	1	0	lgl	glov	4							0
meshif2	1	0	lgl	glov	4							0
cain5	1	0	lgl	glov	4							0
navi	1	0	lgl	glov	4							0
bloodraven	1	0	lgl	glov	4							0
bug	1	0	lgl	glov	4							0
scorpion	1	0	lgl	glov	4							0
rogue2	1	0	lgl	glov	4							0
roguehire	1	0	lgl	glov	4							0
rogue3	1	0	lgl	glov	4							0
gargoyletrap	1	0	lgl	glov	4							0
skmage_pois1	1	0	lgl	glov	4							0
skmage_pois2	1	0	lgl	glov	4							0
skmage_pois3	1	0	lgl	glov	4							0
skmage_pois4	1	0	lgl	glov	4							0
fetishshaman1	1	0	lgl	glov	4							0
fetishshaman2	1	0	lgl	glov	4							0
fetishshaman3	1	0	lgl	glov	4							0
fetishshaman4	1	0	lgl	glov	4							0
fetishshaman5	1	0	lgl	glov	4							0
larva	1	0	lgl	glov	4							0
maggotqueen1	1	0	lgl	glov	4							0
maggotqueen2	1	0	lgl	glov	4							0
maggotqueen3	1	0	lgl	glov	4							0
maggotqueen4	1	0	lgl	glov	4							0
maggotqueen5	1	0	lgl	glov	4							0
claygolem	1	0	lgl	glov	4							0
bloodgolem	1	0	lgl	glov	4							0
irongolem	1	0	lgl	glov	4							0
firegolem	1	0	lgl	glov	4							0
familiar	1	0	lgl	glov	4							0
act3male	1	0	lgl	glov	4							0
baboon6	1	0	lgl	glov	4							0
act3female	1	0	lgl	glov	4							0
natalya	1	0	lgl	glov	4							0
vilemother1	1	0	lgl	glov	4							0
vilemother2	1	0	lgl	glov	4							0
vilemother3	1	0	lgl	glov	4							0
vilechild1	1	0	lgl	glov	4							0
vilechild2	1	0	lgl	glov	4							0
vilechild3	1	0	lgl	glov	4							0
fingermage1	1	0	lgl	glov	4							0
fingermage2	1	0	lgl	glov	4							0
fingermage3	1	0	lgl	glov	4							0
regurgitator1	1	0	lgl	glov	4							0
regurgitator2	1	0	lgl	glov	4							0
regurgitator3	1	0	lgl	glov	4							0
doomknight1	1	0	lgl	glov	4							0
doomknight2	1	0	lgl	glov	4							0
doomknight3	1	0	lgl	glov	4							0
quillbear1	1	0	lgl	glov	4							0
quillbear2	1	0	lgl	glov	4							0
quillbear3	1	0	lgl	glov	4							0
quillbear4	1	0	lgl	glov	4							0
quillbear5	1	0	lgl	glov	4							0
snake	1	0	lgl	glov	4							0
parrot	1	0	lgl	glov	4							0
fish	1	0	lgl	glov	4							0
evilhole1	1	0	lgl	glov	4							0
evilhole2	1	0	lgl	glov	4							0
evilhole3	1	0	lgl	glov	4							0
evilhole4	1	0	lgl	glov	4							0
evilhole5	1	0	lgl	glov	4							0
trap-firebolt	1	0	lgl	glov	4							0
trap-horzmissile	1	0	lgl	glov	4							0
trap-vertmissile	1	0	lgl	glov	4							0
trap-poisoncloud	1	0	lgl	glov	4							0
trap-lightning	1	0	lgl	glov	4							0
act2guard2	1	0	lgl	glov	4							0
invisospawner	1	0	lgl	glov	4							0
diabloclone	1	0	lgl	glov	4							0
suckernest1	1	0	lgl	glov	4							0
suckernest2	1	0	lgl	glov	4							0
suckernest3	1	0	lgl	glov	4							0
suckernest4	1	0	lgl	glov	4							0
act2hire	1	0	lgl	glov	4							0
minispider	1	0	lgl	glov	4							0
boneprison1	1	0	lgl	glov	4							0
boneprison2	1	0	lgl	glov	4							0
boneprison3	1	0	lgl	glov	4							0
boneprison4	1	0	lgl	glov	4							0
bonewall	1	0	lgl	glov	4							0
councilmember1	1	0	lgl	glov	4							0
councilmember2	1	0	lgl	glov	4							0
councilmember3	1	0	lgl	glov	4							0
turret1	1	0	lgl	glov	4							0
turret2	1	0	lgl	glov	4							0
turret3	1	0	lgl	glov	4							0
hydra1	1	0	lgl	glov	4							0
hydra2	1	0	lgl	glov	4							0
hydra3	1	0	lgl	glov	4							0
trap-melee	1	0	lgl	glov	4							0
seventombs	1	0	lgl	glov	4							0
dopplezon	1	0	lgl	glov	4							0
valkyrie	1	0	lgl	glov	4							0
act2guard3	1	0	lgl	glov	4							0
act3hire	1	0	lgl	glov	4							0
megademon1	1	0	lgl	glov	4							0
megademon2	1	0	lgl	glov	4							0
megademon3	1	0	lgl	glov	4							0
necroskeleton	1	0	lgl	glov	4							0
necromage	1	0	lgl	glov	4							0
griswold	1	0	lgl	glov	4							0
compellingorb	1	0	lgl	glov	4							0
tyrael2	1	0	lgl	glov	4							0
darkwanderer	1	0	lgl	glov	4							0
trap-nova	1	0	lgl	glov	4							0
spiritmummy	1	0	lgl	glov	4							0
lightningspire	1	0	lgl	glov	4							0
firetower	1	0	lgl	glov	4							0
slinger1	1	0	lgl	glov	4							0
slinger2	1	0	lgl	glov	4							0
slinger3	1	0	lgl	glov	4							0
slinger4	1	0	lgl	glov	4							0
act2guard4	1	0	lgl	glov	4							0
act2guard5	1	0	lgl	glov	4							0
skmage_cold1	1	0	lgl	glov	4							0
skmage_cold2	1	0	lgl	glov	4							0
skmage_cold3	1	0	lgl	glov	4							0
skmage_cold4	1	0	lgl	glov	4							0
skmage_fire1	1	0	lgl	glov	4							0
skmage_fire2	1	0	lgl	glov	4							0
skmage_fire3	1	0	lgl	glov	4							0
skmage_fire4	1	0	lgl	glov	4							0
skmage_ltng1	1	0	lgl	glov	4							0
skmage_ltng2	1	0	lgl	glov	4							0
skmage_ltng3	1	0	lgl	glov	4							0
skmage_ltng4	1	0	lgl	glov	4							0
hellbovine	1	0	lgl	glov	4							0
window1	1	0	lgl	glov	4							0
window2	1	0	lgl	glov	4							0
slinger5	1	0	lgl	glov	4							0
slinger6	1	0	lgl	glov	4							0
fetishblow1	1	0	lgl	glov	4							0
fetishblow2	1	0	lgl	glov	4							0
fetishblow3	1	0	lgl	glov	4							0
fetishblow4	1	0	lgl	glov	4							0
fetishblow5	1	0	lgl	glov	4							0
mephistospirit	1	0	lgl	glov	4							0
smith	1	0	lgl	glov	4							0
trappedsoul1	1	0	lgl	glov	4							0
trappedsoul2	1	0	lgl	glov	4							0
jamella	1	0	lgl	glov	4							0
izualghost	1	0	lgl	glov	4							0
fetish11	1	0	lgl	glov	4							0
malachai	1	0	lgl	glov	4							0
hephasto	1	0	lgl	glov	4							0
Expansion	1	0	lgl	glov	4							0
wakeofdestruction	1	0	lgl	glov	4							0
chargeboltsentry	1	0	lgl	glov	4							0
lightningsentry	1	0	lgl	glov	4							0
bladecreeper	1	0	lgl	glov	4							0
invisopet	1	0	lgl	glov	4							0
infernosentry	1	0	lgl	glov	4							0
deathsentry	1	0	lgl	glov	4							0
shadowwarrior	1	0	lgl	glov	4							0
shadowmaster	1	0	lgl	glov	4							0
druidhawk	1	0	lgl	glov	4							0
spiritwolf	1	0	lgl	glov	4							0
fenris	1	0	lgl	glov	4							0
spiritofbarbs	1	0	lgl	glov	4							0
heartofwolverine	1	0	lgl	glov	4							0
oaksage	1	0	lgl	glov	4							0
plaguepoppy	1	0	lgl	glov	4							0
cycleoflife	1	0	lgl	glov	4							0
vinecreature	1	0	lgl	glov	4							0
druidbear	1	0	lgl	glov	4							0
eagle	1	0	lgl	glov	4							0
wolf	1	0	lgl	glov	4							0
bear	1	0	lgl	glov	4							0
barricadedoor1	1	0	lgl	glov	4							0
barricadedoor2	1	0	lgl	glov	4							0
prisondoor	1	0	lgl	glov	4							0
barricadetower	1	0	lgl	glov	4							0
reanimatedhorde1	1	0	lgl	glov	4							0
reanimatedhorde2	1	0	lgl	glov	4							0
reanimatedhorde3	1	0	lgl	glov	4							0
reanimatedhorde4	1	0	lgl	glov	4							0
reanimatedhorde5	1	0	lgl	glov	4							0
siegebeast1	1	0	lgl	glov	4							0
siegebeast2	1	0	lgl	glov	4							0
siegebeast3	1	0	lgl	glov	4							0
siegebeast4	1	0	lgl	glov	4							0
siegebeast5	1	0	lgl	glov	4							0
snowyeti1	1	0	lgl	glov	4							0
snowyeti2	1	0	lgl	glov	4							0
snowyeti3	1	0	lgl	glov	4							0
snowyeti4	1	0	lgl	glov	4							0
wolfrider1	1	0	lgl	glov	4							0
wolfrider2	1	0	lgl	glov	4							0
wolfrider3	1	0	lgl	glov	4							0
minion1	1	0	lgl	glov	4							0
minion2	1	0	lgl	glov	4							0
minion3	1	0	lgl	glov	4							0
minion4	1	0	lgl	glov	4							0
minion5	1	0	lgl	glov	4							0
minion6	1	0	lgl	glov	4							0
minion7	1	0	lgl	glov	4							0
minion8	1	0	lgl	glov	4							0
suicideminion1	1	0	lgl	glov	4							0
suicideminion2	1	0	lgl	glov	4							0
suicideminion3	1	0	lgl	glov	4							0
suicideminion4	1	0	lgl	glov	4							0
suicideminion5	1	0	lgl	glov	4							0
suicideminion6	1	0	lgl	glov	4							0
suicideminion7	1	0	lgl	glov	4							0
suicideminion8	1	0	lgl	glov	4							0
succubus1	1	0	lgl	glov	4							0
succubus2	1	0	lgl	glov	4							0
succubus3	1	0	lgl	glov	4							0
succubus4	1	0	lgl	glov	4							0
succubus5	1	0	lgl	glov	4							0
succubuswitch1	1	0	lgl	glov	4							0
succubuswitch2	1	0	lgl	glov	4							0
succubuswitch3	1	0	lgl	glov	4							0
succubuswitch4	1	0	lgl	glov	4							0
succubuswitch5	1	0	lgl	glov	4							0
overseer1	1	0	lgl	glov	4							0
overseer2	1	0	lgl	glov	4							0
overseer3	1	0	lgl	glov	4							0
overseer4	1	0	lgl	glov	4							0
overseer5	1	0	lgl	glov	4							0
minionspawner1	1	0	lgl	glov	4							0
minionspawner2	1	0	lgl	glov	4							0
minionspawner3	1	0	lgl	glov	4							0
minionspawner4	1	0	lgl	glov	4							0
minionspawner5	1	0	lgl	glov	4							0
minionspawner6	1	0	lgl	glov	4							0
minionspawner7	1	0	lgl	glov	4							0
minionspawner8	1	0	lgl	glov	4							0
imp1	1	0	lgl	glov	4							0
imp2	1	0	lgl	glov	4							0
imp3	1	0	lgl	glov	4							0
imp4	1	0	lgl	glov	4							0
imp5	1	0	lgl	glov	4							0
catapult1	1	0	lgl	glov	4							0
catapult2	1	0	lgl	glov	4							0
catapult3	1	0	lgl	glov	4							0
catapult4	1	0	lgl	glov	4							0
frozenhorror1	1	0	lgl	glov	4							0
frozenhorror2	1	0	lgl	glov	4							0
frozenhorror3	1	0	lgl	glov	4							0
frozenhorror4	1	0	lgl	glov	4							0
frozenhorror5	1	0	lgl	glov	4							0
bloodlord1	1	0	lgl	glov	4							0
bloodlord2	1	0	lgl	glov	4							0
bloodlord3	1	0	lgl	glov	4							0
bloodlord4	1	0	lgl	glov	4							0
bloodlord5	1	0	lgl	glov	4							0
larzuk	1	0	lgl	glov	4							0
drehya	1	0	lgl	glov	4							0
malah	1	0	lgl	glov	4							0
nihlathak	1	0	lgl	glov	4							0
qual-kehk	1	0	lgl	glov	4							0
catapultspotter1	1	0	lgl	glov	4							0
catapultspotter2	1	0	lgl	glov	4							0
catapultspotter3	1	0	lgl	glov	4							0
catapultspotter4	1	0	lgl	glov	4							0
cain6	1	0	lgl	glov	4							0
tyrael3	1	0	lgl	glov	4							0
act5barb1	1	0	lgl	glov	4							0
act5barb2	1	0	lgl	glov	4							0
barricadewall1	1	0	lgl	glov	4							0
barricadewall2	1	0	lgl	glov	4							0
nihlathakboss	1	0	lgl	glov	4							0
drehyaiced	1	0	lgl	glov	4							0
evilhut	1	0	lgl	glov	4							0
deathmauler1	1	0	lgl	glov	4							0
deathmauler2	1	0	lgl	glov	4							0
deathmauler3	1	0	lgl	glov	4							0
deathmauler4	1	0	lgl	glov	4							0
deathmauler5	1	0	lgl	glov	4							0
act5pow	1	0	lgl	glov	4							0
act5barb3	1	0	lgl	glov	4							0
act5barb4	1	0	lgl	glov	4							0
ancientstatue1	1	0	lgl	glov	4							0
ancientstatue2	1	0	lgl	glov	4							0
ancientstatue3	1	0	lgl	glov	4							0
ancientbarb1	1	0	lgl	glov	4							0
ancientbarb2	1	0	lgl	glov	4							0
ancientbarb3	1	0	lgl	glov	4							0
baalthrone	1	0	lgl	glov	4							0
baalcrab	1	0	lgl	glov	4							0
baaltaunt	1	0	lgl	glov	4							0
putriddefiler1	1	0	lgl	glov	4							0
putriddefiler2	1	0	lgl	glov	4							0
putriddefiler3	1	0	lgl	glov	4							0
putriddefiler4	1	0	lgl	glov	4							0
putriddefiler5	1	0	lgl	glov	4							0
painworm1	1	0	lgl	glov	4							0
painworm2	1	0	lgl	glov	4							0
painworm3	1	0	lgl	glov	4							0
painworm4	1	0	lgl	glov	4							0
painworm5	1	0	lgl	glov	4							0
bunny	1	0	lgl	glov	4							0
baalhighpriest	1	0	lgl	glov	4							0
venomlord	1	0	lgl	glov	4							0
baalcrabstairs	1	0	lgl	glov	4							0
act5hire1	1	0	lgl	glov	4							0
act5hire2	1	0	lgl	glov	4							0
baaltentacle1	1	0	lgl	glov	4							0
baaltentacle2	1	0	lgl	glov	4							0
baaltentacle3	1	0	lgl	glov	4							0
baaltentacle4	1	0	lgl	glov	4							0
baaltentacle5	1	0	lgl	glov	4							0
